text,mood
started her new job today! aaand so stoked for may long..  and billy is awesome.,happiness
I fucking love Alexander William Gaskarth,sadness
Just got Back from the Gym Wanna chat with some new people  Lets talk! haha,happiness
@billbergstrom Looks like a great time!  Happy Birthday to the bd girl,happiness
Yay my friend Glen is here. Now i'm like this,happiness
6moredays.6moredays. yay.yay. taken is nearly finished  better be good,happiness
@suzyqbee He says he feels mama tucking him in at night  He's lonely but getting by. Tomorrow will be tough!,sadness
and it is raining in Denver. of COURSE it is,worry
had a nice mother's day with mum. she liked her presents. wondering if i'll ever see some one again. talking to sisa.,happiness
The stress of recital is gone!!  It went so well  And Star Trek is my new favorite movie!!! I wish I was in space =/,happiness
totally just got hit on by one of her bar guests! Ha ha...Yay me!,happiness
@kidthings yeah it does...i had fun today...i regret not taking that cup now...it was awesome...i must find one just like it now,happiness
HAHA! Follow john mayer..he's a pretty funny guy  I want to move to L.A .... it's so much more fun!,happiness
@Karen230683 @amysav83 remember and drink plenty of fluids! and no buwieser dose not count!,worry
I am now Vice President of Social and Cultural Affairs at Southwestern College,happiness
yay new computer to fiddle about with,happiness
Happy Mothers Day,happiness
Yesssssssssss! A rocket to the moon is  going on warped!,happiness
@RedRosePetals  God bless that oh-so-sexy rahul picture,happiness
@_AlexaJordan sigh. come to Sac please. it is the Miami of the central valley.,worry
@mileycyrus HI!  I'm Eunice Kyna! I'm a HUGE fan of yours! Can't wait for your next album! ;),happiness
that's enough! I'll do nothing for 2 hours.,worry
@babygirlparis all ur pic it's so nice  look so cute..oh!!,happiness
mum's day - ended up being happy  not that it's my day or anything....,happiness
ready for a day full of His presence  i'm expecting the best!,happiness
@steve_berra happy birthday!,happiness
@vansunder is making me hot chocolate with almond milk.  Mother Day festivities is starting early!,happiness
@souljaboytellem will u say shoutout to NIKKI!!! please   (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS),happiness
? ALREADY FINISHED CHATTING . HAHA ..  ?,happiness
Officially Mother Day here HAPPY Mother Day to all the MOMS,happiness
@Corrina2008 your bitches miss you!!!!,happiness
happy mother's day,happiness
awesomeness....she comes my way...lol..dun dun dun!,happiness
@michaelBchevre and all chevre: please follow me at @elishevabalas for chevre only   I'm using @eliseven for public tweeting!  Thanks!,happiness
I am excited to be home  finally a week and a weekend with people i know,happiness
so bryan was at the sweet 15 and i didnt think we were gonna talk but towards the end of the night we talked,happiness
@nice_argie Yes I am,happiness
@officialTila Thanks for the interview mama!  Enjoy your night,happiness
@rjramos very cool,happiness
Happy Mother's Day! It's gonna be an awesome and blessed day! Getting ready for bed... for a beautiful and sunny Sunday...,happiness
@elf_princess69 hehehe! Barry Killer! U need a pic,sadness
watching my favorite tv shows on HULU.com for free,happiness
@DarryleP LOL! I do splurge on chocolate now and then.  And I plan on splurging a little tomorrow!,happiness
Wondering if I shouldn't be gettin to bed about now...,worry
Went to mikey's cousin's wedding. His mom caught the bouquet.,happiness
@JennyBax I'm with ya on that one girl!,worry
@theamazon111 Plenty of good trivia on wikihow. Just trying to help  hope u got to sleep by now.,worry
@chore4n yeah... WE STILL NEEDA HANG OUT! Lol. I's glad you had a super time at the show,worry
finally got a twitter  follow me tweets &lt;3,happiness
@JJRogue I have an interview on tuesday so things are turning around I think!! yay! so dont worry!  And Japsicans are a rare breed. ;),happiness
@steve_berra happy bday stevie bee...and if u want followers u have to get a little more tweety  may babies r the best! i'm the 12th,happiness
OK - so I can't sleep...  Twitter it is,worry
Happy Mothers Day Mum,happiness
@shawtysoDOPE who can do it like we? Noboddddyyyy,worry
watching the original sabrina the teenage witch movie. so different from the series but so rad,sadness
I want to wish HAPPY MOTHER'S DAY to my two favorite moms in the world: My own mom of course  and my sister!!! HAPPY MOM'S DAY TO YOU TWO!,happiness
Theres nothing like your own pillow.,worry
Church is in 8 hours! I better hurry up so I can get some sleep!,worry
@Commander_Cool yep here's hoping,happiness
@laurafraley01 if only I had half the drive you had!!!  You are my idol,worry
Saturday Night Live in 3 minutes  Jimmy should still be on it.,worry
@serenajwilliams Hi Serena just want to say good luck in Madrid and Paris this month,happiness
@geneva_rockett i know! And he laughed at the stupid 'women's right's' joke. Wth! Glad we have the same humor!,sadness
Exhausted to the tee.. So i'm knocking out! Nighty night tweety birds,happiness
@natalietran I did really like that http://tinyurl.com/c63mhr reminds  a little of my favor hfw,happiness
@CHACITY has more followers than me. I wanna be as cool as her. Follow her so that will never happen.,sadness
Less than 99 days til warped tour.,worry
@vobes WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,worry
my phone keeps beeping at me... thanks alan and speeeeeen!,happiness
@michaelmagical Been crazy busy here! *grins* It's Mother's Day weekend. Lots of my abies sending me well wishes,happiness
@jtimberlake Yay!  SNL is on!,happiness
watching miss cytheria,happiness
whohoo!  Erin just got accepted to Ottawa U nursing school at the Algonquin Pembroke campus.  I just may get my girl back,happiness
HAPPY MOTHERS DAY TO ALL THE MOTHERS IN THE WORLD ESPECIALLY THE TWEETER MOMS,happiness
Has finally learned how to think before he speaks. And it works wonders,happiness
Alright gang. Gotta go park with family for an hour. Back then  Mwahs to yu if you head to bed before then,happiness
Goodnight Beautiful world  sweet dreams. olive juice!,happiness
@chrisettefan the step show was fantabulous! (hi @lcsweets !) my sis's group won 2nd in their division and 2nd in the show overall! WHOO!,worry
@meyen: You MUST watch Grey's. It was their 100th episode. Let me know once you do. I don't want to give out any more details,worry
@jwdilla I'm glad you've been having fun babe,happiness
Mother's Day family dinner on a rainy Sunday night,happiness
Ha we made it safely home,worry
Ah wokking was great. You could eat as much ice cream as you what. I never eat so much ice cream in my life...,happiness
@ggw_bach Thank you for YOUR positive energy + contributions here!,happiness
@sirlance16  Hope ur havin fun in da club,happiness
4 hours of shopping over... good effort. Best part = chocolate shop.... YUJM!!!... yum even,happiness
Covering my portfolio to send to my *dream job* in ny! Send good vibes!,happiness
back in Durango. Chaperoning a party. interesting. catching up on my internet surfing and drinking a woodchuck. ha.,happiness
@inkrediblenyc hey Lonnie! I'll be there next weekend  I can't wait.,happiness
following some body on twitter,worry
@ikonora Have a great night!,happiness
although @pickupshanan (Volterra) is killing it right now here in la,happiness
just had an orgasmic sandwich,happiness
hung out with Misty today!!!,worry
home now!,happiness
@BB517 YES he just said for 2 more hours,happiness
Good Morning Everyone,happiness
Probably the best birthday I've ever had. I got to spend it with all my favorite people.,happiness
going to sleep now...5/10/09 &gt; Happy Mother's Day...&amp;...Happy Birthday to ME!!!,sadness
happy superwomans day !,happiness
SNL hosted by Justin Timberlake startssssssssssss NOW!!  WOOHOO!!,happiness
@robyn3890 it was way worse than that ...and where were you why didnt you say hello?,worry
@dmcox fantastic day in the AZ sun,happiness
my first 'star trek' anything was really entertaining.. now if I can just see Harold fly the enterprise to 'white castle',happiness
@IdolScott That is so great Scott!  So glad to hear it went well   People just love you!!  I'd sure have been there if I were closer.,worry
I still can't believe the Matt McCoy interview got 255 views!! Twitter truly is....AWESOME!,happiness
Restoring new iTouch 2.  Excited to use it. Yeeeeeeeee. Goodbye iTouch 1.,happiness
Restoring new iTouch 2.  Excited to use it. Yeeeeeeeee. Goodbye iTouch 1.,worry
@DOOMBUG Totally single.,worry
family bbq today &amp; my fave cousin comes too,happiness
just finished baking some cinnamon rolls   soooo yummy!,happiness
Show gratitude when someone does something nice for you... A small &quot;Thanks&quot; goes a long way  ~ @Mike_Wesely   #twitip,happiness
@TDBeadles as to sleeping with whom ? You have your rocking sheets  I hope the smoothness is endulging can't wait for my blankets),happiness
@kayemeff its almost your birthday!!,happiness
Morning everyone! Hope you have a great Sunday!!,happiness
@JayLink_ yeah,worry
good morning everyone,happiness
@yansie02 not yet. im still loading it.  have you?,worry
@indieandyy  I hope when you're calling this the shitshow you mean that in a good way. because this will be fun.,worry
I got a Coach purse,happiness
@officialTila YES!! I wanna come hang out with my H-TOWN gurl u know whats up!! haha @MrDeNiro it'll be bangin! We gotta hang out chick,happiness
finding out a song you had no idea was a cover is actually indeed that .... and then thinking that that is awesome makes my day.,sadness
just got my BMTH concert tickets  ? youknowimsofreshtilldeath?,worry
@ashgen sounds good!! Can't wait,happiness
@andrew_apuya hey hey andrew!!! haha! ;P well happy mother's day to your mum.,worry
@janmcq - that is awesome.,worry
@jtimberlake Hey I saw SNL 2nite&amp;I loved it!! especially the crumpin' tit-boob scene  &quot;crumpin'34 dub&quot; wow hilarious,happiness
i met one of the nerdiest servers at chili's today lol... he was awesome and i was his favorite,happiness
@DonEads  Cool...a VERY productive day! I just got a spot as an extra in a feature film that is filming tomorrow  AWESOME week all around!,happiness
@Azlen Don't go there  it is all good,worry
@Carlkr please wear glasses in your next video!  you look amazing in them.,happiness
Had an awesome lunch with the family &amp; now dinner with the in-laws,happiness
@TickleMeJoey goodnight baby loll jk night,happiness
@Spandexx hahahaha wtf dianne????? who twitters that lol...i guess it depends who the person is.....,happiness
@cyberprvideo heard of. And you're the first to mention him to me!,happiness
@skullgirl22 you will never be the same...,worry
just got home. today was fun,happiness
likes the smell of the roast in the oven mmmmmm must have dips and sakatas to tide me over till the roast is cooked,happiness
@Afrykah heyyy girl.. havent tweeted u all week. hope all is well with you,happiness
the voter paint just peeled off my skin. or maybe my skin just peeled off with the voter paint,worry
@maliamorgan Thanks for following!,happiness
Girsl night ! on my way to foam party  No sleep tonight !!,happiness
All in all this has so far gone so much better than expected.sure helps to have raised a dog before and i feel im doing things right,happiness
heeey heeey!   about to go read...,happiness
My goodness! I go single and shit goes crazy! Haha. Fuck this. I like being single too much. I do what I want...holla!,happiness
this one's for the children..the children of the world....again i say happy mommies day to all and me too,happiness
has just figured out his username and password for his twitter account,worry
@tarabellejeanne awhhh It was so nice to see you.,happiness
@JackAllTimeLow it was fun anyway..thanks for taking pics with us last minute,happiness
Amost there,happiness
@amber_benson thanks for the message! been a fan since forever; actually met you back in '03. So glad I stumbled upon your twitter,happiness
